,src,dst,weight
182,2.0,8.0,0.06383773938746551
183,3.0,362.0,0.345541981681195
184,4.0,77.0,0.6301987574551603
185,5.0,87.0,0.6030301100544493
186,6.0,56.0,0.28871415017153645
187,7.0,22.0,0.7177300178339864
188,8.0,167.0,0.13815096773847368
189,9.0,423.0,0.1849970046315509
190,10.0,310.0,0.9144695353228239
191,11.0,84.0,0.8886340730339308
192,12.0,53.0,0.2197284297983162
193,13.0,235.0,0.16383662347696037
194,14.0,57.0,0.7951226388010105
195,15.0,76.0,0.8431116676132349
196,16.0,135.0,0.9679074175999973
197,17.0,374.0,0.727474144590792
198,18.0,25.0,0.22363108709461377
199,19.0,75.0,0.13669013262386387
200,0.0,77.0,0.5605940952428979
201,1.0,92.0,0.8283266499804071
202,2.0,207.0,0.6578725988793229
203,3.0,131.0,0.48852533577569623
204,4.0,87.0,0.4174794519679581
205,5.0,150.0,0.5780879896196435
206,6.0,187.0,0.8887339835898831
207,7.0,401.0,0.871866717682362
208,8.0,363.0,0.7379520563975855
209,9.0,361.0,0.7160684035535225
210,10.0,25.0,0.014314607638822974
211,11.0,303.0,0.5241224543107728
212,12.0,12.0,0.2311431192726554
213,13.0,261.0,0.36962248220084226
214,14.0,302.0,0.225255256752266
215,15.0,240.0,0.5760793414211156
216,16.0,290.0,0.8803514190233884
217,17.0,268.0,0.1718536899316362
218,18.0,202.0,0.1594152488674263
219,19.0,32.0,0.19061879298395534
220,0.0,319.0,0.4271186426328293
221,1.0,257.0,0.3607534801260116
222,2.0,271.0,0.529074272311627
223,3.0,74.0,0.2880295690942959
224,4.0,178.0,0.22878144151385504
225,5.0,300.0,0.7095572142084293
226,6.0,46.0,0.3343747215561921
227,7.0,422.0,0.22006558123414321
228,8.0,63.0,0.27446166039130426
229,9.0,240.0,0.6893236344116792
230,10.0,318.0,0.8950422006545853
231,11.0,412.0,0.7067265675750211
232,12.0,43.0,0.18424624635164322
233,13.0,392.0,0.8955553761950208
234,14.0,260.0,0.9191973731169855
235,15.0,177.0,0.8354629123785041
236,16.0,60.0,0.7022566258845475
237,17.0,266.0,0.16580994954988315
238,18.0,429.0,0.7206019276662612
239,19.0,179.0,0.5351272670225228
240,0.0,4.0,0.8154571297984436
241,1.0,409.0,0.3887361302074842
242,2.0,7.0,0.40988043861180223
243,3.0,425.0,0.9775645135667466
244,4.0,269.0,0.6297209562520114
245,5.0,227.0,0.6546107681868334
246,6.0,412.0,0.43567302528017937
247,7.0,308.0,0.20294784480940153
248,8.0,95.0,0.6256447852577458
249,9.0,201.0,0.03368300711829242
250,10.0,137.0,0.2741346987841925
251,11.0,42.0,0.4889417191322094
252,12.0,91.0,0.37341622383264494
253,13.0,185.0,0.3932609175596191
254,14.0,175.0,0.06482872495566172
255,15.0,0.0,0.4827711348728626
256,16.0,83.0,0.8328006573205804
257,17.0,121.0,0.8971604456444986
258,18.0,441.0,0.569966716018011
259,19.0,164.0,0.43433765430443894
260,0.0,170.0,0.5122900187122409
261,1.0,170.0,0.3395681712699167
262,2.0,75.0,0.957811085965271
263,3.0,426.0,0.347854135880277
264,4.0,419.0,0.3919704571954117
265,5.0,354.0,0.7532579958403121
266,6.0,119.0,0.06908110325465033
267,7.0,347.0,0.7553856463289597
268,8.0,336.0,0.21833046397102418
269,9.0,92.0,0.41202488259256453
270,10.0,408.0,0.5196449324454275
271,11.0,284.0,0.7961173591279875
272,12.0,44.0,0.8706544805025289
273,13.0,319.0,0.12110909902946787
274,14.0,102.0,0.41826544338460603
275,15.0,334.0,0.4756200123879949
276,16.0,255.0,0.21128892418372514
277,17.0,104.0,0.30269023884426594
278,18.0,25.0,0.4817379403177553
279,19.0,4.0,0.7994374400257042
280,0.0,405.0,0.8638247780285291
281,1.0,79.0,0.7773897972987018
282,2.0,357.0,0.19388371202571575
283,3.0,435.0,0.05318702926069985
284,4.0,423.0,0.5079284467212208
285,5.0,247.0,0.809807046675855
286,6.0,344.0,0.7549027594239168
287,7.0,106.0,0.35364487794811217
288,8.0,306.0,0.437365244065987
289,9.0,242.0,0.7423164619315908
290,10.0,257.0,0.8915548623876939
291,11.0,328.0,0.7656752650401609
292,12.0,266.0,0.8982876533779782
293,13.0,428.0,0.14811963230604674
294,14.0,107.0,0.14431782575595797
295,15.0,352.0,0.7180006591886348
296,16.0,60.0,0.2658235220687357
297,17.0,71.0,0.5236290854118054
298,18.0,99.0,0.9104395204730794
299,19.0,7.0,0.4095909010066697
300,0.0,359.0,0.9729485119800735
301,1.0,312.0,0.012500370880387468
302,2.0,271.0,0.507786483683441
303,3.0,213.0,0.4858443434850034
304,4.0,333.0,0.4186649522077892
305,5.0,237.0,0.9097815436111384
306,6.0,307.0,0.09082421828276654
307,7.0,98.0,0.18857029910607548
308,8.0,82.0,0.7334425160987593
309,9.0,265.0,0.025402760525469414
310,10.0,256.0,0.17427316792474312
311,11.0,104.0,0.19954520735054038
312,12.0,4.0,0.8418786425698537
313,13.0,198.0,0.08436824995959691
314,14.0,201.0,0.05923926323425255
315,15.0,291.0,0.3734376743289223
316,16.0,264.0,0.8911918939190631
317,17.0,84.0,0.04886913685507277
318,18.0,5.0,0.3707519814457656
319,19.0,127.0,0.03629451164779651
320,0.0,327.0,0.4979610862433843
321,1.0,423.0,0.2766945557012428
322,2.0,214.0,0.8254894423386262
323,3.0,420.0,0.9780128405635297
324,4.0,216.0,0.645655137420022
325,5.0,289.0,0.7082439159158418
326,6.0,179.0,0.35382525262803044
327,7.0,333.0,0.6438992215867053
328,8.0,65.0,0.2863449729205516
329,9.0,148.0,0.015008932844804312
330,10.0,294.0,0.33585919222260296
331,11.0,301.0,0.6699813190717054
332,12.0,392.0,0.20893033685443307
333,13.0,175.0,0.7636770386699113
334,14.0,173.0,0.0746411417989119
335,15.0,137.0,0.7253669211686079
336,16.0,136.0,0.01849252014339997
337,17.0,417.0,0.4890291239528315
338,18.0,225.0,0.7211231111361545
339,19.0,29.0,0.4397632228592512
340,0.0,77.0,0.8096582636834554
341,1.0,350.0,0.3493798707500305
342,2.0,221.0,0.6663757367945861
343,3.0,114.0,0.750842139872467
344,4.0,119.0,0.5030437637436683
345,5.0,16.0,0.7737079020306122
346,6.0,224.0,0.11548916523726183
347,7.0,121.0,0.4841481154288333
348,8.0,74.0,0.7020554463082004
349,9.0,362.0,0.9863268803130337
350,10.0,443.0,0.7886611365725482
351,11.0,53.0,0.8255841611677301
352,12.0,187.0,0.12938916731656536
353,13.0,10.0,0.8774218369988569
354,14.0,67.0,0.344954611383713
355,15.0,217.0,0.27529659920270866
356,16.0,439.0,0.5105027838874496
357,17.0,4.0,0.9349437623900924
358,18.0,305.0,0.5218726782405468
359,19.0,303.0,0.12908245672126006
360,0.0,105.0,0.9571403941185794
361,1.0,282.0,0.7145435566978462
362,2.0,110.0,0.07009949846538377
363,3.0,92.0,0.0642196449227761
364,4.0,342.0,0.029185723603924685
365,5.0,288.0,0.39570171404329757
366,6.0,404.0,0.7978625626460073
367,7.0,183.0,0.3400904622235542
368,8.0,254.0,0.3109559429512314
369,9.0,91.0,0.5647538014311398
370,10.0,196.0,0.16520450775312112
371,11.0,64.0,0.9449243583761997
372,12.0,249.0,0.3211888343852394
373,13.0,376.0,0.9342030130395593
374,14.0,46.0,0.3287929107980494
375,15.0,321.0,0.12417074685725626
376,16.0,239.0,0.22884890550737558
377,17.0,414.0,0.23984526663961214
378,18.0,3.0,0.9794897492888848
379,19.0,12.0,0.9901370770423449
380,0.0,3.0,0.019993672283482034
381,1.0,329.0,0.44889836231457514
382,2.0,177.0,0.6782268405927838
383,3.0,161.0,0.6347679444418078
384,4.0,351.0,0.625595895380695
385,5.0,416.0,0.7763682622371191
386,6.0,425.0,0.017776265333966146
387,7.0,345.0,0.7269527622887697
388,8.0,431.0,0.058864133410387987
389,9.0,340.0,0.6251536871158517
390,10.0,272.0,0.9282110542600295
391,11.0,163.0,0.23824809987211826
392,12.0,414.0,0.8273962011020258
393,13.0,440.0,0.6069410475392668
394,14.0,140.0,0.7414682752907732
395,15.0,354.0,0.21367414662158357
396,16.0,224.0,0.6881392310797613
397,17.0,313.0,0.6824890964880406
398,18.0,236.0,0.8371146694722014
399,19.0,181.0,0.23881941855096267
400,0.0,226.0,0.8588335608192044
401,1.0,374.0,0.34283560248489764
402,2.0,227.0,0.8780782271362169
403,3.0,59.0,0.4245052898953475
404,4.0,284.0,0.04640138225789803
405,5.0,156.0,0.7870107684309264
406,6.0,243.0,0.843389480981358
407,7.0,241.0,0.45503677437166357
408,8.0,221.0,0.7582235850607053
409,9.0,343.0,0.1674836899089569
410,10.0,113.0,0.6301831992833724
411,11.0,259.0,0.05593730906766792
412,12.0,419.0,0.7726209596405473
413,13.0,417.0,0.9665223340473155
414,14.0,116.0,0.6295057885378428
415,15.0,75.0,0.7726435602144799
416,16.0,117.0,0.6034507694036046
417,17.0,129.0,0.4113467582070779
418,18.0,318.0,0.3982602097526854
419,19.0,191.0,0.115072241795377
420,0.0,155.0,0.2989029268093504
421,1.0,118.0,0.09932129367006293
422,2.0,352.0,0.3318962388301385
423,3.0,80.0,0.3047573692834793
424,4.0,188.0,0.8045699748372417
425,5.0,424.0,0.4864726457465989
426,6.0,400.0,0.700245266069099
427,7.0,402.0,0.5812724433869504
428,8.0,81.0,0.25569880527702127
429,9.0,426.0,0.2251388038549892
430,10.0,122.0,0.3222652879309057
431,11.0,236.0,0.09776197665403286
432,12.0,411.0,0.7938683181173378
433,13.0,419.0,0.5067737873677014
434,14.0,95.0,0.2687603536203196
435,15.0,65.0,0.9821027205024988
436,16.0,87.0,0.7616522054077625
437,17.0,161.0,0.054394764210645596
438,18.0,430.0,0.6832394350781628
439,19.0,163.0,0.9099297627908742
440,0.0,257.0,0.3591144519446089
441,1.0,197.0,0.2839231675090763
442,2.0,74.0,0.05648977043587933
443,3.0,160.0,0.8616605497678375
444,4.0,429.0,0.6437268841794979
445,5.0,90.0,0.5716079800025508
446,6.0,273.0,0.37610567572913467
447,7.0,293.0,0.8655313703111317
448,8.0,84.0,0.7988890798185005
449,9.0,309.0,0.24250482411096552
450,10.0,37.0,0.8027260273967896
451,11.0,220.0,0.44393341051836877
452,12.0,403.0,0.24641232333661955
453,13.0,394.0,0.6337990068338986
454,14.0,196.0,0.6221815055611245
455,15.0,429.0,0.6608993539012185
456,16.0,446.0,0.29120089717312114
457,17.0,396.0,0.5926266061942085
458,18.0,162.0,0.032337837302830574
459,19.0,199.0,0.7193789334162948
460,0.0,369.0,0.45908326297623503
461,1.0,178.0,0.25396640026414774
462,2.0,75.0,0.06981705697227025
463,3.0,268.0,0.7001201543610641
464,4.0,343.0,0.450311932359456
465,5.0,249.0,0.4395683973923429
466,6.0,297.0,0.616858754641515
467,7.0,247.0,0.5546584619178454
468,8.0,258.0,0.6614343141606961
469,9.0,231.0,0.6231084177180306
470,10.0,91.0,0.3357014829682866
471,11.0,81.0,0.37620723643118437
472,12.0,445.0,0.6608320483288447
473,13.0,246.0,0.6411967469372791
474,14.0,433.0,0.08093614002254934
475,15.0,240.0,0.099047217818369
476,16.0,189.0,0.08216377519785134
477,17.0,286.0,0.7424399315691109
478,18.0,197.0,0.1965687330799163
479,19.0,228.0,0.7779945429730786
480,0.0,284.0,0.49976142141065283
481,1.0,261.0,0.8267262395556007
482,2.0,4.0,0.21519175559065584
483,3.0,359.0,0.8126570831744496
484,4.0,88.0,0.8990815159978266
485,5.0,356.0,0.6496568725175054
486,6.0,254.0,0.39235450188415966
487,7.0,128.0,0.49358286457521927
488,8.0,286.0,0.5712924616011043
489,9.0,74.0,0.5541870573969465
490,10.0,254.0,0.07635987899446128
491,11.0,274.0,0.26460141190045583
492,12.0,111.0,0.15981247533950038
493,13.0,314.0,0.4411790790608099
494,14.0,440.0,0.9384969443378517
495,15.0,183.0,0.12897118888361203
496,16.0,319.0,0.7029996541701785
497,17.0,181.0,0.424771266973726
498,18.0,129.0,0.21014658230816208
499,19.0,51.0,0.9868726905627027
500,0.0,140.0,0.5226531546952431
501,1.0,362.0,0.22619188601664808
502,2.0,363.0,0.3495644008465366
503,3.0,247.0,0.3739494052614831
504,4.0,437.0,0.25652477864860956
505,5.0,311.0,0.6219716098833383
506,6.0,368.0,0.4899611097006038
507,7.0,229.0,0.5252869348843552
508,8.0,332.0,0.8045660247381994
509,9.0,110.0,0.5367293479756184
510,10.0,166.0,0.6435588187839735
511,11.0,133.0,0.37943715900472597
512,12.0,108.0,0.7883855686633239
513,13.0,369.0,0.5497157643136797
514,14.0,337.0,0.15276397929834773
515,15.0,229.0,0.6643063840755778
516,16.0,182.0,0.3767371123329669
517,17.0,288.0,0.9638136948514355
518,18.0,410.0,0.46687259421739125
519,19.0,249.0,0.6034476275113153
520,0.0,283.0,0.8423996982421621
521,1.0,18.0,0.0855254274127285
522,2.0,57.0,0.9144081752313575
523,3.0,442.0,0.2912522716431609
524,4.0,142.0,0.6135167802811449
525,5.0,366.0,0.5045457465339979
526,6.0,361.0,0.3445985752520898
527,7.0,73.0,0.6299764919171417
528,8.0,219.0,0.49940331775479063
529,9.0,12.0,0.5650796777127622
530,10.0,153.0,0.8523224206830867
531,11.0,252.0,0.8666866073578681
532,12.0,34.0,0.9941309630113816
533,13.0,42.0,0.018169012685401387
534,14.0,168.0,0.16907785150293986
535,15.0,212.0,0.1470779948396227
536,16.0,275.0,0.5022699881767679
537,17.0,337.0,0.4730873505238743
538,18.0,216.0,0.3971826693977796
539,19.0,368.0,0.8220200661355104
540,0.0,278.0,0.3501172002355569
541,1.0,420.0,0.013079408366410084
542,2.0,43.0,0.5311722275947616
543,3.0,104.0,0.750583536621826
544,4.0,339.0,0.4146238648342716
545,5.0,45.0,0.6153034167651571
546,6.0,303.0,0.44243563683354237
547,7.0,316.0,0.12598221360539186
548,8.0,204.0,0.9835778734217028
549,9.0,373.0,0.9249620747365236
550,10.0,42.0,0.5889733835484309
551,11.0,331.0,0.567776111870996
552,12.0,11.0,0.04629239584196121
553,13.0,204.0,0.13903424747273718
554,14.0,168.0,0.4420127389080357
555,15.0,82.0,0.7553635077645977
556,16.0,133.0,0.09789815329860463
557,17.0,438.0,0.5848911252802593
558,18.0,434.0,0.46833166960147743
559,19.0,298.0,0.2238060936643782
560,0.0,198.0,0.23724549546849139
561,1.0,120.0,0.8383695394462457
562,2.0,174.0,0.9195812430476886
563,3.0,275.0,0.22102773738070858
564,4.0,235.0,0.7856825550948241
565,5.0,372.0,0.8687547111776367
566,6.0,122.0,0.3738557150478128
567,7.0,149.0,0.3274754164226745
568,8.0,176.0,0.270164040815395
569,9.0,118.0,0.326370107595344
570,10.0,211.0,0.06881518763233019
571,11.0,200.0,0.7228717483852988
572,12.0,67.0,0.009653614636878749
573,13.0,222.0,0.9308482410738146
574,14.0,251.0,0.3688135409562361
575,15.0,184.0,0.5956821981420396
576,16.0,228.0,0.06167388929109752
577,17.0,63.0,0.6771145689692548
578,18.0,222.0,0.11554072147739713
579,19.0,95.0,0.8219058457136597
580,0.0,98.0,0.9885469287787346
581,1.0,146.0,0.31442869281494334
582,2.0,245.0,0.13651689724654792
583,3.0,55.0,0.7698292961064676
584,4.0,113.0,0.4165019401190646
585,5.0,186.0,0.09360320365206964
586,6.0,16.0,0.7334085347889912
587,7.0,70.0,0.7287557030702312
588,8.0,400.0,0.16795333135092116
589,9.0,236.0,0.1013955622500552
590,10.0,274.0,0.5438293702759687
591,11.0,203.0,0.7818378835819414
592,12.0,423.0,0.7049867828367614
593,13.0,119.0,0.33725118160083967
594,14.0,285.0,0.3618493975044612
595,15.0,269.0,0.19337692833649123
596,16.0,2.0,0.4025709358273245
597,17.0,6.0,0.5709441689676095
598,18.0,197.0,0.7536953869141836
599,19.0,31.0,0.002679468393589235
600,0.0,177.0,0.3757184038575687
601,1.0,167.0,0.8321505114828494
602,2.0,14.0,0.943544616816064
603,3.0,253.0,0.9925390286811507
604,4.0,30.0,0.04403190326005879
605,5.0,133.0,0.7962712189871951
606,6.0,319.0,0.6215522071215904
607,7.0,99.0,0.28376510477795824
608,8.0,316.0,0.6514531329979169
609,9.0,177.0,0.9516877230570719
610,10.0,17.0,0.23468246456921882
611,11.0,225.0,0.3649509814669165
612,12.0,324.0,0.05000052954114598
613,13.0,420.0,0.7522969280769077
614,14.0,236.0,0.20342134336755735
615,15.0,407.0,0.9502858759284356
616,16.0,389.0,0.8914857674717293
617,17.0,59.0,0.665492188396766
618,18.0,179.0,0.4013070449870523
619,19.0,270.0,0.5828971225636059
620,0.0,375.0,0.44969375303735526
621,1.0,369.0,0.8743299870866376
622,2.0,244.0,0.4124056326705894
623,3.0,86.0,0.44242653942026433
624,4.0,125.0,0.2395399156152781
625,5.0,237.0,0.49334387937525903
626,6.0,208.0,0.06007820021586463
627,7.0,325.0,0.6469242846141416
628,8.0,156.0,0.30895834982629355
629,9.0,108.0,0.21070136267545525
630,10.0,112.0,0.19515628586872513
631,11.0,42.0,0.2697001671953847
632,12.0,196.0,0.9747040387657385
633,13.0,226.0,0.8014221863488452
634,14.0,347.0,0.054576890829329705
635,15.0,99.0,0.4769599812919625
636,16.0,396.0,0.047737191588445804
637,17.0,329.0,0.057303420087182366
638,18.0,383.0,0.6683665747661711
639,19.0,1.0,0.8465524229378817
640,0.0,222.0,0.10818880693786093
641,1.0,89.0,0.47699717062836344
642,2.0,249.0,0.38240875200215196
643,3.0,374.0,0.2122145577629896
644,4.0,342.0,0.2845772585293158
645,5.0,145.0,0.13941522476087387
646,6.0,298.0,0.5407613765176964
647,7.0,91.0,0.32490646242370635
648,8.0,78.0,0.453660552015718
649,9.0,348.0,0.23409856983584132
650,10.0,233.0,0.4571514874622403
651,11.0,446.0,0.03576683070140607
652,12.0,320.0,0.9333715776615444
653,13.0,409.0,0.12844810346144886
654,14.0,220.0,0.6710629686616032
655,15.0,280.0,0.11236995995228483
656,16.0,388.0,0.7588677609114077
657,17.0,65.0,0.29987090960447915
658,18.0,355.0,0.9273302996512798
659,19.0,242.0,0.8684102696639621
660,0.0,209.0,0.4469003164740124
661,1.0,212.0,0.0040875153872603764
662,2.0,8.0,0.8305176505818371
663,3.0,424.0,0.5629656127776854
664,4.0,144.0,0.23186197744563997
665,5.0,6.0,0.9066460994819536
666,6.0,5.0,0.9557728759689365
667,7.0,195.0,0.6855278437895143
668,8.0,226.0,0.9070227212380931
669,9.0,188.0,0.18436128622057602
670,10.0,258.0,0.7167843189916691
671,11.0,386.0,0.7116272356858023
672,12.0,50.0,0.29415351097558684
673,13.0,207.0,0.2457986671004443
674,14.0,242.0,0.546162386249092
675,15.0,265.0,0.6245317826335163
676,16.0,277.0,0.8412739961812479
677,17.0,210.0,0.11675050065315529
678,18.0,197.0,0.617835954780011
679,19.0,66.0,0.31954925738519135
680,0.0,363.0,0.8487315211918165
681,1.0,133.0,0.646210815465945
682,2.0,409.0,0.19173684896187038
683,3.0,35.0,0.3988248947910409
684,4.0,258.0,0.551060040135881
685,5.0,239.0,0.9890683250182888
686,6.0,167.0,0.6251744541067521
687,7.0,126.0,0.2965615350129954
688,8.0,129.0,0.17046410508582144
689,9.0,142.0,0.7717169772459236
690,10.0,269.0,0.466266149050663
691,11.0,347.0,0.3463579743067071
692,12.0,136.0,0.2293970235060877
693,13.0,1.0,0.6450859785265919
694,14.0,322.0,0.953018713420381
695,15.0,366.0,0.19361610588887468
696,16.0,314.0,0.8930471674037747
697,17.0,212.0,0.6563074544965488
698,18.0,195.0,0.927244558225753
699,19.0,310.0,0.06493240790157007
700,0.0,100.0,0.6586859238774133
701,1.0,153.0,0.6944393468945047
702,2.0,427.0,0.20936121149384324
703,3.0,335.0,0.43864448954463386
704,4.0,104.0,0.6309920141187729
705,5.0,234.0,0.020744859262130322
706,6.0,53.0,0.26531856680052135
707,7.0,32.0,0.2642945087711799
708,8.0,369.0,0.9160963166935628
709,9.0,264.0,0.52051548400715
710,10.0,136.0,0.7243061954022433
711,11.0,447.0,0.1705167001276241
712,12.0,336.0,0.013913611927260039
713,13.0,215.0,0.5229137391200883
714,14.0,99.0,0.3497888203411853
715,15.0,258.0,0.3439025086904336
716,16.0,177.0,0.6632278503940069
717,17.0,47.0,0.8163098505690989
718,18.0,84.0,0.6661101962714036
719,19.0,82.0,0.2608164707756184
720,0.0,61.0,0.44017055307630903
721,1.0,108.0,0.03570966336553694
722,2.0,357.0,0.02013340404261632
723,3.0,6.0,0.6706366771845002
724,4.0,65.0,0.672064864982235
725,5.0,98.0,0.5339712806720006
726,6.0,130.0,0.9744364523429933
727,7.0,388.0,0.10096513841587018
728,8.0,56.0,0.8418133747370873
729,9.0,63.0,0.5445383114336829
730,10.0,138.0,0.7645351647320181
731,11.0,225.0,0.8638751406595111
732,12.0,408.0,0.9510635909870196
733,13.0,235.0,0.526787687182834
734,14.0,222.0,0.2781084015621329
735,15.0,22.0,0.05431809907892737
736,16.0,418.0,0.9647930219720345
737,17.0,151.0,0.8721398322825374
