Building Types,City,District,Route Number,Population_BT,Population_L,CF_BT,CF_L,WG_B,WG_L,AQI_BT,AQI_L,RF_BT,RF_L,TOTAL CF,TOTAL WG,TOTAL AQI,TOTAL RF
Primary School,Duarte,7.000000,210.000000,9245.000000,22006.000000,46.225000,110.030000,7303.550000,17384.740000,75.500000,139.000000,24.000000,171244.898000,156.255000,24688.290000,214.500000,171268.898000
Secondary School,Duarte,7.000000,210.000000,17574.000000,22006.000000,87.870000,110.030000,13883.460000,17384.740000,75.500000,139.000000,66.000000,171244.898000,197.900000,31268.200000,214.500000,171310.898000
University,Duarte,7.000000,210.000000,37808.000000,22006.000000,189.040000,110.030000,29868.320000,17384.740000,101.000000,139.000000,190.000000,171244.898000,299.070000,47253.060000,240.000000,171434.898000
Hospital,Duarte,7.000000,210.000000,2969.000000,22006.000000,14.845000,110.030000,2345.510000,17384.740000,101.000000,139.000000,122.000000,171244.898000,124.875000,19730.250000,240.000000,171366.898000
Mall,Duarte,7.000000,210.000000,9182.000000,22006.000000,45.910000,110.030000,7253.780000,17384.740000,101.000000,139.000000,288.000000,171244.898000,155.940000,24638.520000,240.000000,171532.898000
Small Office,East Compton,7.000000,91.000000,194.000000,9472.000000,0.970000,47.360000,153.260000,7482.880000,75.500000,135.000000,32.000000,217095.238100,48.330000,7636.140000,210.500000,217127.238100
Medium Office,East Compton,7.000000,91.000000,5131.000000,9472.000000,25.655000,47.360000,4053.490000,7482.880000,75.500000,135.000000,60.000000,217095.238100,73.015000,11536.370000,210.500000,217155.238100
Large Office,East Compton,7.000000,91.000000,9893.000000,9472.000000,49.465000,47.360000,7815.470000,7482.880000,75.500000,135.000000,62.000000,217095.238100,96.825000,15298.350000,210.500000,217157.238100
Primary School,East Compton,7.000000,91.000000,9245.000000,9472.000000,46.225000,47.360000,7303.550000,7482.880000,75.500000,135.000000,24.000000,217095.238100,93.585000,14786.430000,210.500000,217119.238100
Secondary School,East Compton,7.000000,91.000000,17574.000000,9472.000000,87.870000,47.360000,13883.460000,7482.880000,75.500000,135.000000,66.000000,217095.238100,135.230000,21366.340000,210.500000,217161.238100
University,East Compton,7.000000,91.000000,37808.000000,9472.000000,189.040000,47.360000,29868.320000,7482.880000,101.000000,135.000000,190.000000,217095.238100,236.400000,37351.200000,236.000000,217285.238100
Hospital,East Compton,7.000000,91.000000,2969.000000,9472.000000,14.845000,47.360000,2345.510000,7482.880000,101.000000,135.000000,122.000000,217095.238100,62.205000,9828.390000,236.000000,217217.238100
Mall,East Compton,7.000000,91.000000,9182.000000,9472.000000,45.910000,47.360000,7253.780000,7482.880000,101.000000,135.000000,288.000000,217095.238100,93.270000,14736.660000,236.000000,217383.238100
Small Office,East La Mirada,7.000000,90.000000,194.000000,9757.000000,0.970000,48.785000,153.260000,7708.030000,75.500000,142.000000,32.000000,51100.000000,49.755000,7861.290000,217.500000,51132.000000
Medium Office,East La Mirada,7.000000,90.000000,5131.000000,9757.000000,25.655000,48.785000,4053.490000,7708.030000,75.500000,142.000000,60.000000,51100.000000,74.440000,11761.520000,217.500000,51160.000000
Large Office,East La Mirada,7.000000,90.000000,9893.000000,9757.000000,49.465000,48.785000,7815.470000,7708.030000,75.500000,142.000000,62.000000,51100.000000,98.250000,15523.500000,217.500000,51162.000000
Primary School,East La Mirada,7.000000,90.000000,9245.000000,9757.000000,46.225000,48.785000,7303.550000,7708.030000,75.500000,142.000000,24.000000,51100.000000,95.010000,15011.580000,217.500000,51124.000000
Secondary School,East La Mirada,7.000000,90.000000,17574.000000,9757.000000,87.870000,48.785000,13883.460000,7708.030000,75.500000,142.000000,66.000000,51100.000000,136.655000,21591.490000,217.500000,51166.000000
University,East La Mirada,7.000000,90.000000,37808.000000,9757.000000,189.040000,48.785000,29868.320000,7708.030000,101.000000,142.000000,190.000000,51100.000000,237.825000,37576.350000,243.000000,51290.000000
Hospital,East La Mirada,7.000000,90.000000,2969.000000,9757.000000,14.845000,48.785000,2345.510000,7708.030000,101.000000,142.000000,122.000000,51100.000000,63.630000,10053.540000,243.000000,51222.000000
Mall,East La Mirada,7.000000,90.000000,9182.000000,9757.000000,45.910000,48.785000,7253.780000,7708.030000,101.000000,142.000000,288.000000,51100.000000,94.695000,14961.810000,243.000000,51388.000000
Small Office,"East Los Angeles, CA",7.000000,60.000000,194.000000,126496.000000,0.970000,632.480000,153.260000,99931.840000,75.500000,142.000000,32.000000,223285.714300,633.450000,100085.100000,217.500000,223317.714300
Medium Office,"East Los Angeles, CA",7.000000,60.000000,5131.000000,126496.000000,25.655000,632.480000,4053.490000,99931.840000,75.500000,142.000000,60.000000,223285.714300,658.135000,103985.330000,217.500000,223345.714300
Large Office,"East Los Angeles, CA",7.000000,60.000000,9893.000000,126496.000000,49.465000,632.480000,7815.470000,99931.840000,75.500000,142.000000,62.000000,223285.714300,681.945000,107747.310000,217.500000,223347.714300
Primary School,"East Los Angeles, CA",7.000000,60.000000,9245.000000,126496.000000,46.225000,632.480000,7303.550000,99931.840000,75.500000,142.000000,24.000000,223285.714300,678.705000,107235.390000,217.500000,223309.714300
Secondary School,"East Los Angeles, CA",7.000000,60.000000,17574.000000,126496.000000,87.870000,632.480000,13883.460000,99931.840000,75.500000,142.000000,66.000000,223285.714300,720.350000,113815.300000,217.500000,223351.714300
University,"East Los Angeles, CA",7.000000,60.000000,37808.000000,126496.000000,189.040000,632.480000,29868.320000,99931.840000,101.000000,142.000000,190.000000,223285.714300,821.520000,129800.160000,243.000000,223475.714300
Hospital,"East Los Angeles, CA",7.000000,60.000000,2969.000000,126496.000000,14.845000,632.480000,2345.510000,99931.840000,101.000000,142.000000,122.000000,223285.714300,647.325000,102277.350000,243.000000,223407.714300
Mall,"East Los Angeles, CA",7.000000,60.000000,9182.000000,126496.000000,45.910000,632.480000,7253.780000,99931.840000,101.000000,142.000000,288.000000,223285.714300,678.390000,107185.620000,243.000000,223573.714300
Small Office,East Pasadena,7.000000,210.000000,194.000000,6144.000000,0.970000,30.720000,153.260000,4853.760000,75.500000,140.000000,32.000000,171244.898000,31.690000,5007.020000,215.500000,171276.898000
Medium Office,East Pasadena,7.000000,210.000000,5131.000000,6144.000000,25.655000,30.720000,4053.490000,4853.760000,75.500000,140.000000,60.000000,171244.898000,56.375000,8907.250000,215.500000,171304.898000
Large Office,East Pasadena,7.000000,210.000000,9893.000000,6144.000000,49.465000,30.720000,7815.470000,4853.760000,75.500000,140.000000,62.000000,171244.898000,80.185000,12669.230000,215.500000,171306.898000
Primary School,East Pasadena,7.000000,210.000000,9245.000000,6144.000000,46.225000,30.720000,7303.550000,4853.760000,75.500000,140.000000,24.000000,171244.898000,76.945000,12157.310000,215.500000,171268.898000
Secondary School,East Pasadena,7.000000,210.000000,17574.000000,6144.000000,87.870000,30.720000,13883.460000,4853.760000,75.500000,140.000000,66.000000,171244.898000,118.590000,18737.220000,215.500000,171310.898000
University,East Pasadena,7.000000,210.000000,37808.000000,6144.000000,189.040000,30.720000,29868.320000,4853.760000,101.000000,140.000000,190.000000,171244.898000,219.760000,34722.080000,241.000000,171434.898000
Hospital,East Pasadena,7.000000,210.000000,2969.000000,6144.000000,14.845000,30.720000,2345.510000,4853.760000,101.000000,140.000000,122.000000,171244.898000,45.565000,7199.270000,241.000000,171366.898000
Mall,East Pasadena,7.000000,210.000000,9182.000000,6144.000000,45.910000,30.720000,7253.780000,4853.760000,101.000000,140.000000,288.000000,171244.898000,76.630000,12107.540000,241.000000,171532.898000
Small Office,East Rancho Dominguez,7.000000,710.000000,194.000000,15135.000000,0.970000,75.675000,153.260000,11956.650000,75.500000,135.000000,32.000000,119689.655200,76.645000,12109.910000,210.500000,119721.655200
Medium Office,East Rancho Dominguez,7.000000,710.000000,5131.000000,15135.000000,25.655000,75.675000,4053.490000,11956.650000,75.500000,135.000000,60.000000,119689.655200,101.330000,16010.140000,210.500000,119749.655200
Large Office,East Rancho Dominguez,7.000000,710.000000,9893.000000,15135.000000,49.465000,75.675000,7815.470000,11956.650000,75.500000,135.000000,62.000000,119689.655200,125.140000,19772.120000,210.500000,119751.655200
Primary School,East Rancho Dominguez,7.000000,710.000000,9245.000000,15135.000000,46.225000,75.675000,7303.550000,11956.650000,75.500000,135.000000,24.000000,119689.655200,121.900000,19260.200000,210.500000,119713.655200
Secondary School,East Rancho Dominguez,7.000000,710.000000,17574.000000,15135.000000,87.870000,75.675000,13883.460000,11956.650000,75.500000,135.000000,66.000000,119689.655200,163.545000,25840.110000,210.500000,119755.655200
University,East Rancho Dominguez,7.000000,710.000000,37808.000000,15135.000000,189.040000,75.675000,29868.320000,11956.650000,101.000000,135.000000,190.000000,119689.655200,264.715000,41824.970000,236.000000,119879.655200
Hospital,East Rancho Dominguez,7.000000,710.000000,2969.000000,15135.000000,14.845000,75.675000,2345.510000,11956.650000,101.000000,135.000000,122.000000,119689.655200,90.520000,14302.160000,236.000000,119811.655200
Mall,East Rancho Dominguez,7.000000,710.000000,9182.000000,15135.000000,45.910000,75.675000,7253.780000,11956.650000,101.000000,135.000000,288.000000,119689.655200,121.585000,19210.430000,236.000000,119977.655200
Small Office,East San Gabriel,7.000000,210.000000,194.000000,14874.000000,0.970000,74.370000,153.260000,11750.460000,75.500000,140.000000,32.000000,171244.898000,75.340000,11903.720000,215.500000,171276.898000
Medium Office,East San Gabriel,7.000000,210.000000,5131.000000,14874.000000,25.655000,74.370000,4053.490000,11750.460000,75.500000,140.000000,60.000000,171244.898000,100.025000,15803.950000,215.500000,171304.898000
Large Office,East San Gabriel,7.000000,210.000000,9893.000000,14874.000000,49.465000,74.370000,7815.470000,11750.460000,75.500000,140.000000,62.000000,171244.898000,123.835000,19565.930000,215.500000,171306.898000
Primary School,East San Gabriel,7.000000,210.000000,9245.000000,14874.000000,46.225000,74.370000,7303.550000,11750.460000,75.500000,140.000000,24.000000,171244.898000,120.595000,19054.010000,215.500000,171268.898000
Secondary School,East San Gabriel,7.000000,210.000000,17574.000000,14874.000000,87.870000,74.370000,13883.460000,11750.460000,75.500000,140.000000,66.000000,171244.898000,162.240000,25633.920000,215.500000,171310.898000
University,East San Gabriel,7.000000,210.000000,37808.000000,14874.000000,189.040000,74.370000,29868.320000,11750.460000,101.000000,140.000000,190.000000,171244.898000,263.410000,41618.780000,241.000000,171434.898000
Hospital,East San Gabriel,7.000000,210.000000,2969.000000,14874.000000,14.845000,74.370000,2345.510000,11750.460000,101.000000,140.000000,122.000000,171244.898000,89.215000,14095.970000,241.000000,171366.898000
Mall,East San Gabriel,7.000000,210.000000,9182.000000,14874.000000,45.910000,74.370000,7253.780000,11750.460000,101.000000,140.000000,288.000000,171244.898000,120.280000,19004.240000,241.000000,171532.898000
Small Office,"East San Gabriel Valley, CA",7.000000,605.000000,194.000000,952352.000000,0.970000,4761.760000,153.260000,752358.080000,75.500000,143.000000,32.000000,211740.740700,4762.730000,752511.340000,218.500000,211772.740700
Medium Office,"East San Gabriel Valley, CA",7.000000,605.000000,5131.000000,952352.000000,25.655000,4761.760000,4053.490000,752358.080000,75.500000,143.000000,60.000000,211740.740700,4787.415000,756411.570000,218.500000,211800.740700
Large Office,"East San Gabriel Valley, CA",7.000000,605.000000,9893.000000,952352.000000,49.465000,4761.760000,7815.470000,752358.080000,75.500000,143.000000,62.000000,211740.740700,4811.225000,760173.550000,218.500000,211802.740700
Primary School,"East San Gabriel Valley, CA",7.000000,605.000000,9245.000000,952352.000000,46.225000,4761.760000,7303.550000,752358.080000,75.500000,143.000000,24.000000,211740.740700,4807.985000,759661.630000,218.500000,211764.740700
Secondary School,"East San Gabriel Valley, CA",7.000000,605.000000,17574.000000,952352.000000,87.870000,4761.760000,13883.460000,752358.080000,75.500000,143.000000,66.000000,211740.740700,4849.630000,766241.540000,218.500000,211806.740700
University,"East San Gabriel Valley, CA",7.000000,605.000000,37808.000000,952352.000000,189.040000,4761.760000,29868.320000,752358.080000,101.000000,143.000000,190.000000,211740.740700,4950.800000,782226.400000,244.000000,211930.740700
Hospital,"East San Gabriel Valley, CA",7.000000,605.000000,2969.000000,952352.000000,14.845000,4761.760000,2345.510000,752358.080000,101.000000,143.000000,122.000000,211740.740700,4776.605000,754703.590000,244.000000,211862.740700
Mall,"East San Gabriel Valley, CA",7.000000,605.000000,9182.000000,952352.000000,45.910000,4761.760000,7253.780000,752358.080000,101.000000,143.000000,288.000000,211740.740700,4807.670000,759611.860000,244.000000,212028.740700
Small Office,El Segundo,7.000000,105.000000,194.000000,17063.000000,0.970000,85.315000,153.260000,13479.770000,75.500000,134.000000,32.000000,190081.250000,86.285000,13633.030000,209.500000,190113.250000
Medium Office,El Segundo,7.000000,105.000000,5131.000000,17063.000000,25.655000,85.315000,4053.490000,13479.770000,75.500000,134.000000,60.000000,190081.250000,110.970000,17533.260000,209.500000,190141.250000
Large Office,El Segundo,7.000000,105.000000,9893.000000,17063.000000,49.465000,85.315000,7815.470000,13479.770000,75.500000,134.000000,62.000000,190081.250000,134.780000,21295.240000,209.500000,190143.250000
Primary School,El Segundo,7.000000,105.000000,9245.000000,17063.000000,46.225000,85.315000,7303.550000,13479.770000,75.500000,134.000000,24.000000,190081.250000,131.540000,20783.320000,209.500000,190105.250000
Secondary School,El Segundo,7.000000,105.000000,17574.000000,17063.000000,87.870000,85.315000,13883.460000,13479.770000,75.500000,134.000000,66.000000,190081.250000,173.185000,27363.230000,209.500000,190147.250000
University,El Segundo,7.000000,105.000000,37808.000000,17063.000000,189.040000,85.315000,29868.320000,13479.770000,101.000000,134.000000,190.000000,190081.250000,274.355000,43348.090000,235.000000,190271.250000
Hospital,El Segundo,7.000000,105.000000,2969.000000,17063.000000,14.845000,85.315000,2345.510000,13479.770000,101.000000,134.000000,122.000000,190081.250000,100.160000,15825.280000,235.000000,190203.250000
Mall,El Segundo,7.000000,105.000000,9182.000000,17063.000000,45.910000,85.315000,7253.780000,13479.770000,101.000000,134.000000,288.000000,190081.250000,131.225000,20733.550000,235.000000,190369.250000
Small Office,Elizabeth Lake,7.000000,14.000000,194.000000,1756.000000,0.970000,8.780000,153.260000,1387.240000,75.500000,107.000000,32.000000,82357.142860,9.750000,1540.500000,182.500000,82389.142860
Medium Office,Elizabeth Lake,7.000000,14.000000,5131.000000,1756.000000,25.655000,8.780000,4053.490000,1387.240000,75.500000,107.000000,60.000000,82357.142860,34.435000,5440.730000,182.500000,82417.142860
Large Office,Elizabeth Lake,7.000000,14.000000,9893.000000,1756.000000,49.465000,8.780000,7815.470000,1387.240000,75.500000,107.000000,62.000000,82357.142860,58.245000,9202.710000,182.500000,82419.142860
Primary School,Elizabeth Lake,7.000000,14.000000,9245.000000,1756.000000,46.225000,8.780000,7303.550000,1387.240000,75.500000,107.000000,24.000000,82357.142860,55.005000,8690.790000,182.500000,82381.142860
Secondary School,Elizabeth Lake,7.000000,14.000000,17574.000000,1756.000000,87.870000,8.780000,13883.460000,1387.240000,75.500000,107.000000,66.000000,82357.142860,96.650000,15270.700000,182.500000,82423.142860
University,Elizabeth Lake,7.000000,14.000000,37808.000000,1756.000000,189.040000,8.780000,29868.320000,1387.240000,101.000000,107.000000,190.000000,82357.142860,197.820000,31255.560000,208.000000,82547.142860
Hospital,Elizabeth Lake,7.000000,14.000000,2969.000000,1756.000000,14.845000,8.780000,2345.510000,1387.240000,101.000000,107.000000,122.000000,82357.142860,23.625000,3732.750000,208.000000,82479.142860
Mall,Elizabeth Lake,7.000000,14.000000,9182.000000,1756.000000,45.910000,8.780000,7253.780000,1387.240000,101.000000,107.000000,288.000000,82357.142860,54.690000,8641.020000,208.000000,82645.142860
Small Office,Florence-Graham,7.000000,105.000000,194.000000,63387.000000,0.970000,316.935000,153.260000,50075.730000,75.500000,138.000000,32.000000,190081.250000,317.905000,50228.990000,213.500000,190113.250000
Medium Office,Florence-Graham,7.000000,105.000000,5131.000000,63387.000000,25.655000,316.935000,4053.490000,50075.730000,75.500000,138.000000,60.000000,190081.250000,342.590000,54129.220000,213.500000,190141.250000
Large Office,Florence-Graham,7.000000,105.000000,9893.000000,63387.000000,49.465000,316.935000,7815.470000,50075.730000,75.500000,138.000000,62.000000,190081.250000,366.400000,57891.200000,213.500000,190143.250000
Primary School,Florence-Graham,7.000000,105.000000,9245.000000,63387.000000,46.225000,316.935000,7303.550000,50075.730000,75.500000,138.000000,24.000000,190081.250000,363.160000,57379.280000,213.500000,190105.250000
Secondary School,Florence-Graham,7.000000,105.000000,17574.000000,63387.000000,87.870000,316.935000,13883.460000,50075.730000,75.500000,138.000000,66.000000,190081.250000,404.805000,63959.190000,213.500000,190147.250000
University,Florence-Graham,7.000000,105.000000,37808.000000,63387.000000,189.040000,316.935000,29868.320000,50075.730000,101.000000,138.000000,190.000000,190081.250000,505.975000,79944.050000,239.000000,190271.250000
Hospital,Florence-Graham,7.000000,105.000000,2969.000000,63387.000000,14.845000,316.935000,2345.510000,50075.730000,101.000000,138.000000,122.000000,190081.250000,331.780000,52421.240000,239.000000,190203.250000
Mall,Florence-Graham,7.000000,105.000000,9182.000000,63387.000000,45.910000,316.935000,7253.780000,50075.730000,101.000000,138.000000,288.000000,190081.250000,362.845000,57329.510000,239.000000,190369.250000
Small Office,Hacienda Heights,7.000000,60.000000,194.000000,54038.000000,0.970000,270.190000,153.260000,42690.020000,75.500000,142.000000,32.000000,223285.714300,271.160000,42843.280000,217.500000,223317.714300
Medium Office,Hacienda Heights,7.000000,60.000000,5131.000000,54038.000000,25.655000,270.190000,4053.490000,42690.020000,75.500000,142.000000,60.000000,223285.714300,295.845000,46743.510000,217.500000,223345.714300
Large Office,Hacienda Heights,7.000000,60.000000,9893.000000,54038.000000,49.465000,270.190000,7815.470000,42690.020000,75.500000,142.000000,62.000000,223285.714300,319.655000,50505.490000,217.500000,223347.714300
Primary School,Hacienda Heights,7.000000,60.000000,9245.000000,54038.000000,46.225000,270.190000,7303.550000,42690.020000,75.500000,142.000000,24.000000,223285.714300,316.415000,49993.570000,217.500000,223309.714300
Secondary School,Hacienda Heights,7.000000,60.000000,17574.000000,54038.000000,87.870000,270.190000,13883.460000,42690.020000,75.500000,142.000000,66.000000,223285.714300,358.060000,56573.480000,217.500000,223351.714300
University,Hacienda Heights,7.000000,60.000000,37808.000000,54038.000000,189.040000,270.190000,29868.320000,42690.020000,101.000000,142.000000,190.000000,223285.714300,459.230000,72558.340000,243.000000,223475.714300
Hospital,Hacienda Heights,7.000000,60.000000,2969.000000,54038.000000,14.845000,270.190000,2345.510000,42690.020000,101.000000,142.000000,122.000000,223285.714300,285.035000,45035.530000,243.000000,223407.714300
Mall,Hacienda Heights,7.000000,60.000000,9182.000000,54038.000000,45.910000,270.190000,7253.780000,42690.020000,101.000000,142.000000,288.000000,223285.714300,316.100000,49943.800000,243.000000,223573.714300
Small Office,Hasley Canyon,7.000000,5.000000,194.000000,1137.000000,0.970000,5.685000,153.260000,898.230000,75.500000,130.000000,32.000000,176685.714300,6.655000,1051.490000,205.500000,176717.714300
Medium Office,Hasley Canyon,7.000000,5.000000,5131.000000,1137.000000,25.655000,5.685000,4053.490000,898.230000,75.500000,130.000000,60.000000,176685.714300,31.340000,4951.720000,205.500000,176745.714300
Large Office,Hasley Canyon,7.000000,5.000000,9893.000000,1137.000000,49.465000,5.685000,7815.470000,898.230000,75.500000,130.000000,62.000000,176685.714300,55.150000,8713.700000,205.500000,176747.714300
Primary School,Hasley Canyon,7.000000,5.000000,9245.000000,1137.000000,46.225000,5.685000,7303.550000,898.230000,75.500000,130.000000,24.000000,176685.714300,51.910000,8201.780000,205.500000,176709.714300
Secondary School,Hasley Canyon,7.000000,5.000000,17574.000000,1137.000000,87.870000,5.685000,13883.460000,898.230000,75.500000,130.000000,66.000000,176685.714300,93.555000,14781.690000,205.500000,176751.714300
University,Hasley Canyon,7.000000,5.000000,37808.000000,1137.000000,189.040000,5.685000,29868.320000,898.230000,101.000000,130.000000,190.000000,176685.714300,194.725000,30766.550000,231.000000,176875.714300
Hospital,Hasley Canyon,7.000000,5.000000,2969.000000,1137.000000,14.845000,5.685000,2345.510000,898.230000,101.000000,130.000000,122.000000,176685.714300,20.530000,3243.740000,231.000000,176807.714300
Mall,Hasley Canyon,7.000000,5.000000,9182.000000,1137.000000,45.910000,5.685000,7253.780000,898.230000,101.000000,130.000000,288.000000,176685.714300,51.595000,8152.010000,231.000000,176973.714300
Small Office,Hawaiian Gardens,7.000000,605.000000,194.000000,14557.000000,0.970000,72.785000,153.260000,11500.030000,75.500000,135.000000,32.000000,211740.740700,73.755000,11653.290000,210.500000,211772.740700
Medium Office,Hawaiian Gardens,7.000000,605.000000,5131.000000,14557.000000,25.655000,72.785000,4053.490000,11500.030000,75.500000,135.000000,60.000000,211740.740700,98.440000,15553.520000,210.500000,211800.740700
Large Office,Hawaiian Gardens,7.000000,605.000000,9893.000000,14557.000000,49.465000,72.785000,7815.470000,11500.030000,75.500000,135.000000,62.000000,211740.740700,122.250000,19315.500000,210.500000,211802.740700
Primary School,Hawaiian Gardens,7.000000,605.000000,9245.000000,14557.000000,46.225000,72.785000,7303.550000,11500.030000,75.500000,135.000000,24.000000,211740.740700,119.010000,18803.580000,210.500000,211764.740700
Secondary School,Hawaiian Gardens,7.000000,605.000000,17574.000000,14557.000000,87.870000,72.785000,13883.460000,11500.030000,75.500000,135.000000,66.000000,211740.740700,160.655000,25383.490000,210.500000,211806.740700
University,Hawaiian Gardens,7.000000,605.000000,37808.000000,14557.000000,189.040000,72.785000,29868.320000,11500.030000,101.000000,135.000000,190.000000,211740.740700,261.825000,41368.350000,236.000000,211930.740700
Hospital,Hawaiian Gardens,7.000000,605.000000,2969.000000,14557.000000,14.845000,72.785000,2345.510000,11500.030000,101.000000,135.000000,122.000000,211740.740700,87.630000,13845.540000,236.000000,211862.740700
Mall,Hawaiian Gardens,7.000000,605.000000,9182.000000,14557.000000,45.910000,72.785000,7253.780000,11500.030000,101.000000,135.000000,288.000000,211740.740700,118.695000,18753.810000,236.000000,212028.740700
Small Office,"Hawthorne, CA",7.000000,105.000000,194.000000,87583.000000,0.970000,437.915000,153.260000,69190.570000,75.500000,134.000000,32.000000,190081.250000,438.885000,69343.830000,209.500000,190113.250000
Medium Office,"Hawthorne, CA",7.000000,105.000000,5131.000000,87583.000000,25.655000,437.915000,4053.490000,69190.570000,75.500000,134.000000,60.000000,190081.250000,463.570000,73244.060000,209.500000,190141.250000
Large Office,"Hawthorne, CA",7.000000,105.000000,9893.000000,87583.000000,49.465000,437.915000,7815.470000,69190.570000,75.500000,134.000000,62.000000,190081.250000,487.380000,77006.040000,209.500000,190143.250000
Primary School,"Hawthorne, CA",7.000000,105.000000,9245.000000,87583.000000,46.225000,437.915000,7303.550000,69190.570000,75.500000,134.000000,24.000000,190081.250000,484.140000,76494.120000,209.500000,190105.250000
Secondary School,"Hawthorne, CA",7.000000,105.000000,17574.000000,87583.000000,87.870000,437.915000,13883.460000,69190.570000,75.500000,134.000000,66.000000,190081.250000,525.785000,83074.030000,209.500000,190147.250000
University,"Hawthorne, CA",7.000000,105.000000,37808.000000,87583.000000,189.040000,437.915000,29868.320000,69190.570000,101.000000,134.000000,190.000000,190081.250000,626.955000,99058.890000,235.000000,190271.250000
Hospital,"Hawthorne, CA",7.000000,105.000000,2969.000000,87583.000000,14.845000,437.915000,2345.510000,69190.570000,101.000000,134.000000,122.000000,190081.250000,452.760000,71536.080000,235.000000,190203.250000
Mall,"Hawthorne, CA",7.000000,105.000000,9182.000000,87583.000000,45.910000,437.915000,7253.780000,69190.570000,101.000000,134.000000,288.000000,190081.250000,483.825000,76444.350000,235.000000,190369.250000
Small Office,Hermosa Beach,7.000000,1.000000,194.000000,19891.000000,0.970000,99.455000,153.260000,15713.890000,75.500000,134.000000,32.000000,41510.204080,100.425000,15867.150000,209.500000,41542.204080
Medium Office,Hermosa Beach,7.000000,1.000000,5131.000000,19891.000000,25.655000,99.455000,4053.490000,15713.890000,75.500000,134.000000,60.000000,41510.204080,125.110000,19767.380000,209.500000,41570.204080
Large Office,Hermosa Beach,7.000000,1.000000,9893.000000,19891.000000,49.465000,99.455000,7815.470000,15713.890000,75.500000,134.000000,62.000000,41510.204080,148.920000,23529.360000,209.500000,41572.204080
Primary School,Hermosa Beach,7.000000,1.000000,9245.000000,19891.000000,46.225000,99.455000,7303.550000,15713.890000,75.500000,134.000000,24.000000,41510.204080,145.680000,23017.440000,209.500000,41534.204080
Secondary School,Hermosa Beach,7.000000,1.000000,17574.000000,19891.000000,87.870000,99.455000,13883.460000,15713.890000,75.500000,134.000000,66.000000,41510.204080,187.325000,29597.350000,209.500000,41576.204080
University,Hermosa Beach,7.000000,1.000000,37808.000000,19891.000000,189.040000,99.455000,29868.320000,15713.890000,101.000000,134.000000,190.000000,41510.204080,288.495000,45582.210000,235.000000,41700.204080
Hospital,Hermosa Beach,7.000000,1.000000,2969.000000,19891.000000,14.845000,99.455000,2345.510000,15713.890000,101.000000,134.000000,122.000000,41510.204080,114.300000,18059.400000,235.000000,41632.204080
Mall,Hermosa Beach,7.000000,1.000000,9182.000000,19891.000000,45.910000,99.455000,7253.780000,15713.890000,101.000000,134.000000,288.000000,41510.204080,145.365000,22967.670000,235.000000,41798.204080
Small Office,Hidden Hills,7.000000,101.000000,194.000000,1919.000000,0.970000,9.595000,153.260000,1516.010000,75.500000,130.000000,32.000000,192269.230800,10.565000,1669.270000,205.500000,192301.230800
Medium Office,Hidden Hills,7.000000,101.000000,5131.000000,1919.000000,25.655000,9.595000,4053.490000,1516.010000,75.500000,130.000000,60.000000,192269.230800,35.250000,5569.500000,205.500000,192329.230800
Large Office,Hidden Hills,7.000000,101.000000,9893.000000,1919.000000,49.465000,9.595000,7815.470000,1516.010000,75.500000,130.000000,62.000000,192269.230800,59.060000,9331.480000,205.500000,192331.230800
Primary School,Hidden Hills,7.000000,101.000000,9245.000000,1919.000000,46.225000,9.595000,7303.550000,1516.010000,75.500000,130.000000,24.000000,192269.230800,55.820000,8819.560000,205.500000,192293.230800
Secondary School,Hidden Hills,7.000000,101.000000,17574.000000,1919.000000,87.870000,9.595000,13883.460000,1516.010000,75.500000,130.000000,66.000000,192269.230800,97.465000,15399.470000,205.500000,192335.230800
University,Hidden Hills,7.000000,101.000000,37808.000000,1919.000000,189.040000,9.595000,29868.320000,1516.010000,101.000000,130.000000,190.000000,192269.230800,198.635000,31384.330000,231.000000,192459.230800
Hospital,Hidden Hills,7.000000,101.000000,2969.000000,1919.000000,14.845000,9.595000,2345.510000,1516.010000,101.000000,130.000000,122.000000,192269.230800,24.440000,3861.520000,231.000000,192391.230800
Mall,Hidden Hills,7.000000,101.000000,9182.000000,1919.000000,45.910000,9.595000,7253.780000,1516.010000,101.000000,130.000000,288.000000,192269.230800,55.505000,8769.790000,231.000000,192557.230800
Small Office,Huntington Park,7.000000,110.000000,194.000000,59362.000000,0.970000,296.810000,153.260000,46895.980000,75.500000,142.000000,32.000000,169423.913000,297.780000,47049.240000,217.500000,169455.913000
Medium Office,Huntington Park,7.000000,110.000000,5131.000000,59362.000000,25.655000,296.810000,4053.490000,46895.980000,75.500000,142.000000,60.000000,169423.913000,322.465000,50949.470000,217.500000,169483.913000
Large Office,Huntington Park,7.000000,110.000000,9893.000000,59362.000000,49.465000,296.810000,7815.470000,46895.980000,75.500000,142.000000,62.000000,169423.913000,346.275000,54711.450000,217.500000,169485.913000
Primary School,Huntington Park,7.000000,110.000000,9245.000000,59362.000000,46.225000,296.810000,7303.550000,46895.980000,75.500000,142.000000,24.000000,169423.913000,343.035000,54199.530000,217.500000,169447.913000
Secondary School,Huntington Park,7.000000,110.000000,17574.000000,59362.000000,87.870000,296.810000,13883.460000,46895.980000,75.500000,142.000000,66.000000,169423.913000,384.680000,60779.440000,217.500000,169489.913000
